event-name,start_datetime,end_datetime,recurrence_rule,date_description,event-type,dance_focus,dance_style,price_min,price_max,currency,pricing_type,price_category,audience_min,audience_max,audience_size_bucket,age_min,age_max,age_group_label,event-location,region,season,cross_border_potential,user-category,organizer,instagram,event_link,event_link_fit,description,event_date,event_time,weekday,month,country,city,latitude,longitude
Weihnachtschor Aachen – Gastspiel Basel,2025-12-20 19:00:00,,,,Konzert / Chormusik / Weihnachten,Nein,None,20.0,40.0,CHF,paid,mid,300.0,2000.0,large (>500),,,All Ages,"St. Elisabeth Kirche, Basel",Basel (CH),Winter,Ja,Klassik- & Chormusikfreunde,Gastchor Aachen & Kirche St. Elisabeth Basel,https://www.instagram.com/chorbasel/,https://www.basel.com/en/events,0.8,"Weihnachtschor Aachen – Gastspiel Basel findet in St. Elisabeth Kirche, Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-20,19:00,Saturday,12.0,CH,Basel,47.5596,7.5886
Basler Herbstmesse,2025-10-25 20:25:00,,,,Herbstmesse / Stadtfest / Kirmes,Nein,None,,,CHF,,,,,unknown,,,All Ages,Innenstadt Basel,Basel (CH),Autumn,Ja,Familien & Stadtfest-Besucher,Stadt Basel,https://www.instagram.com/basellive/,https://www.basel.com/en/events,0.8,"Basler Herbstmesse findet in Innenstadt Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-25,20:25,Saturday,10.0,CH,Basel,47.5596,7.5886
Lörrach Spring Festival – Lörrach swingt,2025-04-12 20:25:00,,,,Stadtfest / Musik & Kultur,Nein,None,,,EUR,,,500.0,5000.0,large (>500),,,All Ages,Marktplatz Lörrach,Lörrach (DE),Spring,Ja,Familien & Musikfreunde,Pro Lörrach e.V.,https://www.instagram.com/stadt.loerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Lörrach Spring Festival – Lörrach swingt findet in Marktplatz Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-04-12,20:25,Saturday,4.0,DE,Lörrach,47.615,7.6646
Stimmen Festival 2025 – Voodoo Jürgens Opening,2025-06-26 20:00:00,,,,Konzert / Festival,Nein,Multigenre,40.0,80.0,EUR,paid,high,10000.0,,large (>500),18.0,60.0,All Ages,Burghof Lörrach,Lörrach (DE),Summer,Ja,Festivalbesucher & Musikfans,Burghof Lörrach GmbH,https://www.instagram.com/stimmenfestival/,https://www.loerrach.de/veranstaltungen,0.9,"Stimmen Festival 2025 – Voodoo Jürgens Opening findet in Burghof Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-06-26,20:00,Thursday,6.0,DE,Lörrach,47.6132,7.6627
"Burghof Konzerte Lörrach (Fannie, Brueder Selke, Bummelkasten)",2025-11-05 20:25:00,,,,Konzert / Live Musik,Nein,None,20.0,40.0,EUR,paid,mid,,,unknown,16.0,60.0,All Ages,Burghof Lörrach,Lörrach (DE),Autumn,Ja,Konzertbesucher,Burghof Lörrach GmbH,https://www.instagram.com/burghofloerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Burghof Konzerte Lörrach (Fannie, Brueder Selke, Bummelkasten) findet in Burghof Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-05,20:25,Wednesday,11.0,DE,Lörrach,47.6132,7.6627
Cityfest Rheinfelden mit City-Kirmes,2025-06-19 20:25:00,,,,Stadtfest / Kirmes / Markt,Nein,None,,,,,,,,unknown,,,All Ages,Innenstadt Rheinfelden (Baden),unknown,Summer,Nein,Community & Festbesucher,Stadt Rheinfelden,https://www.instagram.com/stadt_rheinfelden/,https://www.basel.com/en/events,0.8,"Cityfest Rheinfelden mit City-Kirmes findet in Innenstadt Rheinfelden (Baden), nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-06-19,20:25,Thursday,6.0,,,,
Festival der Kulturen Rheinfelden,2025-05-30 20:25:00,,,,Markt / Kultur / International,Nein,None,,,,,,500.0,5000.0,large (>500),18.0,70.0,All Ages,Innenstadt Rheinfelden (Baden),unknown,Spring,Nein,Kultur- & Weltoffenheitsinteressierte,Bak Roots & Stadt Rheinfelden,https://www.instagram.com/rheinfelden_events/,https://www.basel.com/en/events,0.8,"Festival der Kulturen Rheinfelden findet in Innenstadt Rheinfelden (Baden), nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-05-30,20:25,Friday,5.0,,,,
Bio-Herbstmarkt Freiburg,2025-09-27 00:00:00,,,,Markt / Genuss / Regional,Nein,None,,,EUR,,,,,unknown,,,All Ages,Innenstadt Freiburg,Freiburg (DE),Autumn,Ja,Genussliebhaber & Marktbesucher,Stadt Freiburg,https://www.instagram.com/freiburg_de/,https://www.freiburg.de/pb/1176329.html,0.3,"Bio-Herbstmarkt Freiburg findet in Innenstadt Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-09-27,00:00,Saturday,9.0,DE,Freiburg,47.999,7.8421
Max Raabe & Palast Orchester – Freiburg,2025-10-02 20:00:00,,,,Konzert / Musik / Nostalgie,Nein,None,50.0,90.0,EUR,paid,high,,,unknown,30.0,70.0,All Ages,Konzerthaus Freiburg,Freiburg (DE),Autumn,Ja,Konzertliebhaber & Nostalgiefans,Palast Orchester & Konzerthaus Freiburg,https://www.instagram.com/maxraabe_official/,https://www.freiburg.de/pb/1176329.html,0.3,"Max Raabe & Palast Orchester – Freiburg findet in Konzerthaus Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-02,20:00,Thursday,10.0,DE,Freiburg,47.999,7.8421
Faisal Kawusi – Comedy Show Freiburg,2025-10-17 20:00:00,,,,Comedy / Bühne,Nein,None,35.0,50.0,EUR,paid,high,,,unknown,20.0,60.0,All Ages,"Bürgerhaus Zähringen, Freiburg",Freiburg (DE),Autumn,Ja,Comedyfans & Abend-Ausgeher,Faisal Kawusi Tourmanagement,https://www.instagram.com/faisal.kawusi/,https://www.freiburg.de/pb/1176329.html,0.3,"Faisal Kawusi – Comedy Show Freiburg findet in Bürgerhaus Zähringen, Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-17,20:00,Friday,10.0,DE,Freiburg,47.999,7.8421
Foire aux Vins d’Alsace Colmar,2025-07-25 20:25:00,,,,Festival / Wein / Musik,Nein,Multigenre,20.0,80.0,EUR,paid,mid,10000.0,,large (>500),25.0,65.0,All Ages,"Parc des Expositions, Colmar",unknown,Summer,Nein,Weinliebhaber & Festivalgänger,Parc Expo Colmar,https://www.instagram.com/foirecolmar/,https://www.basel.com/en/events,0.8,"Foire aux Vins d’Alsace Colmar findet in Parc des Expositions, Colmar, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-07-25,20:25,Friday,7.0,,,,
Weihnachtsmarkt Eguisheim,2025-11-21 20:25:00,,,,Weihnachtsmarkt / Advent,Nein,None,,,,,,300.0,2000.0,large (>500),,,All Ages,"Eguisheim, Elsass",unknown,Autumn,Nein,Familien & Weihnachtsmarktbesucher,Ville d’Eguisheim,https://www.instagram.com/eguisheim_officiel/,https://www.basel.com/en/events,0.8,"Weihnachtsmarkt Eguisheim findet in Eguisheim, Elsass, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-21,20:25,Friday,11.0,,,,
Bauernhofkonzert Sternensee Stegen-Eschbach,2025-07-03 18:30:00,,,,Konzert / Open Air / Musik,Nein,None,30.0,30.0,EUR,paid,mid,,,unknown,20.0,60.0,All Ages,"Hummelhof, Stegen-Eschbach (Schwarzwald)",unknown,Summer,Nein,Musikfans & Outdoorliebhaber,Hummelhof Stegen-Eschbach,https://www.instagram.com/schwarzwald_events/,https://www.basel.com/en/events,0.8,"Bauernhofkonzert Sternensee Stegen-Eschbach findet in Hummelhof, Stegen-Eschbach (Schwarzwald), nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-07-03,18:30,Thursday,7.0,,,,
Basler Marionetten – Kindertheater Pumuckl,2025-10-05 15:00:00,,,,Kindertheater / Familie,Nein,None,15.0,30.0,CHF,paid,mid,,,unknown,3.0,12.0,All Ages,Basel Marionetten Theater,Basel (CH),Autumn,Ja,Kinder & Familien,Basler Marionetten Theater,https://www.instagram.com/baslermarionetten/,https://www.basel.com/en/events,0.8,"Basler Marionetten – Kindertheater Pumuckl findet in Basel Marionetten Theater, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-05,15:00,Sunday,10.0,CH,Basel,47.5596,7.5886
Wanderführung 'Eine Spur wilder' Schwarzwald,2025-09-16 11:00:00,,,,Outdoor / Natur / Führung,Nein,None,5.0,15.0,EUR,paid,low,,,unknown,,,All Ages,"Schwarzwald Nationalpark, Tonbachtal",unknown,Autumn,Nein,Naturinteressierte & Familien,Nationalpark Schwarzwald,https://www.instagram.com/nationalpark_schwarzwald/,https://www.basel.com/en/events,0.8,"Wanderführung 'Eine Spur wilder' Schwarzwald findet in Schwarzwald Nationalpark, Tonbachtal, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-09-16,11:00,Tuesday,9.0,,,,
